brand,model,year,vehicle_age,mileage_km,fuel_type,seller_type,transmission,owner_type,price,price_currency
Hyundai,Hyundai Santro Xing XG eRLX Euro III,2006,20,120000,Petrol,Individual,Manual,Second Owner,90000,INR
Hyundai,Hyundai Santro Xing XG eRLX Euro III,2006,20,120000,Petrol,Individual,Manual,Third Owner,60000,INR
Hyundai,Hyundai Santro Xing XK,2007,19,55000,Petrol,Individual,Manual,Second Owner,70000,INR
Hyundai,Hyundai Santro Xing XK (Non-AC),2007,19,50000,Petrol,Individual,Manual,First Owner,100000,INR
Hyundai,Hyundai Santro Xing XK eRLX EuroIII,2007,19,135000,Petrol,Individual,Manual,Second Owner,130000,INR
Hyundai,Hyundai Santro Xing XL AT eRLX Euro III,2006,20,100000,Petrol,Individual,Automatic,Third Owner,85000,INR
Hyundai,Hyundai Santro Xing XL eRLX Euro III,2005,21,90000,Petrol,Dealer,Manual,Second Owner,114999,INR
Hyundai,Hyundai Santro Xing XL eRLX Euro III,2005,21,47000,Petrol,Individual,Manual,First Owner,150000,INR
Hyundai,Hyundai Santro Xing XL eRLX Euro III,2006,20,40000,Petrol,Individual,Manual,Second Owner,100000,INR
Hyundai,Hyundai Santro Xing XL eRLX Euro III,2006,20,60000,Petrol,Dealer,Manual,Second Owner,100000,INR
Hyundai,Hyundai Santro Xing XL eRLX Euro III,2007,19,114000,Petrol,Individual,Manual,Second Owner,75000,INR
Hyundai,Hyundai Santro Xing XO,2006,20,110000,Petrol,Individual,Manual,First Owner,80000,INR
Hyundai,Hyundai Santro Xing XO,2007,19,58000,Petrol,Dealer,Manual,Second Owner,80000,INR
Hyundai,Hyundai Santro Xing XS,2008,18,90000,Petrol,Individual,Manual,Second Owner,150000,INR
Hyundai,Hyundai Santro Xing XS,2009,17,68000,Petrol,Individual,Manual,Second Owner,150000,INR
Hyundai,Hyundai Santro Xing XS,2009,17,100000,Petrol,Individual,Manual,Second Owner,150000,INR
Hyundai,Hyundai Santro Xing XS eRLX Euro III,2006,20,52000,Petrol,Individual,Manual,Second Owner,145000,INR
Hyundai,Hyundai Sonata 2.4L AT,2006,20,80000,Petrol,Individual,Automatic,Fourth & Above Owner,275000,INR
Hyundai,Hyundai Sonata AT Leather,2006,20,80000,Petrol,Individual,Automatic,Third Owner,225000,INR
Hyundai,Hyundai Sonata CRDi M/T,2010,16,100000,Diesel,Individual,Manual,First Owner,600000,INR
Hyundai,Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,8,40000,Diesel,Individual,Automatic,First Owner,1600000,INR
Hyundai,Hyundai Tucson 2.0 e-VGT 2WD MT,2017,9,55000,Diesel,Dealer,Manual,First Owner,1650000,INR
Hyundai,Hyundai Tucson CRDi,2006,20,170000,Diesel,Individual,Manual,First Owner,170000,INR
Hyundai,Hyundai Venue SX Opt Diesel,2019,7,5000,Diesel,Dealer,Manual,First Owner,1195000,INR
Hyundai,Hyundai Venue SX Opt Diesel,2020,6,5000,Diesel,Individual,Manual,First Owner,1000000,INR
Hyundai,Hyundai Venue SX Opt Turbo BSIV,2020,6,1100,Petrol,Individual,Manual,First Owner,1050000,INR
Hyundai,Hyundai Verna 1.4 CRDi,2014,12,50000,Diesel,Individual,Manual,First Owner,550000,INR
Hyundai,Hyundai Verna 1.4 EX,2011,15,31000,Diesel,Individual,Manual,First Owner,500000,INR
Hyundai,Hyundai Verna 1.4 VTVT,2015,11,25000,Petrol,Individual,Manual,First Owner,500000,INR
Hyundai,Hyundai Verna 1.4 VTVT,2017,9,80577,Petrol,Individual,Manual,First Owner,330000,INR
Hyundai,Hyundai Verna 1.6 CRDI,2011,15,127500,Diesel,Individual,Manual,Second Owner,300000,INR
Hyundai,Hyundai Verna 1.6 CRDI,2011,15,125000,Diesel,Individual,Manual,Third Owner,260000,INR
Hyundai,Hyundai Verna 1.6 CRDI,2012,14,90000,Diesel,Individual,Manual,Second Owner,312000,INR
Hyundai,Hyundai Verna 1.6 CRDI,2012,14,26000,Diesel,Individual,Manual,First Owner,500000,INR
Hyundai,Hyundai Verna 1.6 CRDI SX Option,2016,10,75000,Diesel,Individual,Manual,First Owner,850000,INR
Hyundai,Hyundai Verna 1.6 CRDI SX Option,2017,9,40000,Diesel,Individual,Manual,First Owner,1200000,INR
Hyundai,Hyundai Verna 1.6 CRDI SX Option,2018,8,30000,Diesel,Dealer,Manual,Second Owner,860000,INR
Hyundai,Hyundai Verna 1.6 CRDi AT SX,2017,9,31000,Diesel,Dealer,Automatic,First Owner,1050000,INR
Hyundai,Hyundai Verna 1.6 CRDi SX,2015,11,80000,Diesel,Individual,Manual,Second Owner,765000,INR
Hyundai,Hyundai Verna 1.6 CRDi SX,2016,10,73000,Diesel,Dealer,Manual,First Owner,690000,INR
Hyundai,Hyundai Verna 1.6 CRDi SX,2016,10,60000,Diesel,Individual,Manual,First Owner,620000,INR
Hyundai,Hyundai Verna 1.6 SX,2012,14,100000,Diesel,Individual,Manual,First Owner,600000,INR
Hyundai,Hyundai Verna 1.6 SX,2012,14,86000,Diesel,Dealer,Manual,Second Owner,390000,INR
Hyundai,Hyundai Verna 1.6 SX,2012,14,120000,Diesel,Individual,Manual,Third Owner,409999,INR
Hyundai,Hyundai Verna 1.6 SX,2012,14,90000,Diesel,Individual,Manual,First Owner,390000,INR
Hyundai,Hyundai Verna 1.6 SX,2012,14,80000,Diesel,Individual,Manual,First Owner,480000,INR
Hyundai,Hyundai Verna 1.6 SX,2012,14,130000,Diesel,Individual,Manual,First Owner,500000,INR
Hyundai,Hyundai Verna 1.6 SX,2012,14,109052,Diesel,Dealer,Manual,First Owner,470000,INR
Hyundai,Hyundai Verna 1.6 SX,2012,14,35000,Diesel,Individual,Manual,First Owner,520000,INR
Hyundai,Hyundai Verna 1.6 SX,2013,13,65000,Diesel,Dealer,Manual,First Owner,484999,INR
Hyundai,Hyundai Verna 1.6 SX,2013,13,100000,Diesel,Individual,Manual,Second Owner,495000,INR
Hyundai,Hyundai Verna 1.6 SX,2014,12,70000,Diesel,Individual,Manual,Second Owner,650000,INR
Hyundai,Hyundai Verna 1.6 SX,2014,12,78000,Diesel,Individual,Manual,Second Owner,450000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2011,15,90000,Diesel,Individual,Manual,First Owner,390000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2012,14,60000,Diesel,Individual,Manual,Second Owner,409999,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2012,14,110000,Diesel,Individual,Manual,Second Owner,450000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2012,14,80000,Diesel,Individual,Manual,Second Owner,550000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2012,14,89550,Diesel,Individual,Manual,Second Owner,575000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2013,13,29000,Diesel,Individual,Manual,First Owner,550000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2013,13,70000,Diesel,Individual,Manual,Second Owner,620000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2013,13,80000,Diesel,Individual,Manual,Second Owner,315000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2013,13,110000,Diesel,Individual,Manual,Third Owner,335000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2013,13,100000,Diesel,Individual,Manual,Second Owner,430000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2013,13,71000,Diesel,Dealer,Manual,First Owner,525000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2013,13,120000,Diesel,Individual,Manual,First Owner,500000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2014,12,50000,Diesel,Individual,Manual,First Owner,550000,INR
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2014,12,61000,Diesel,Dealer,Manual,First Owner,675000,INR
Hyundai,Hyundai Verna 1.6 SX VTVT,2013,13,59319,Petrol,Dealer,Manual,First Owner,425000,INR
Hyundai,Hyundai Verna 1.6 SX VTVT,2014,12,100000,Petrol,Individual,Manual,First Owner,550000,INR
Hyundai,Hyundai Verna 1.6 SX VTVT,2017,9,23000,Petrol,Individual,Manual,First Owner,650000,INR
Hyundai,Hyundai Verna 1.6 SX VTVT (O),2013,13,89000,Petrol,Individual,Manual,Second Owner,530000,INR
Hyundai,Hyundai Verna 1.6 SX VTVT (O),2013,13,66000,Petrol,Individual,Manual,First Owner,425000,INR
Hyundai,Hyundai Verna 1.6 SX VTVT (O),2014,12,50000,Petrol,Individual,Manual,Second Owner,600000,INR
Hyundai,Hyundai Verna 1.6 SX VTVT AT,2011,15,60000,Petrol,Individual,Automatic,Third Owner,450000,INR
Hyundai,Hyundai Verna 1.6 VTVT,2010,16,38000,Petrol,Dealer,Manual,First Owner,190000,INR
Hyundai,Hyundai Verna 1.6 VTVT,2012,14,40000,Petrol,Individual,Manual,First Owner,300000,INR
Hyundai,Hyundai Verna 1.6 VTVT,2013,13,60000,Petrol,Individual,Manual,First Owner,370000,INR
Hyundai,Hyundai Verna 1.6 VTVT AT S Option,2016,10,80000,Petrol,Individual,Automatic,First Owner,690000,INR
Hyundai,Hyundai Verna 1.6 VTVT AT S Option,2016,10,10000,Petrol,Individual,Automatic,First Owner,770000,INR
Hyundai,Hyundai Verna 1.6 VTVT S,2015,11,35000,Petrol,Individual,Manual,First Owner,600000,INR
Hyundai,Hyundai Verna 1.6 VTVT S,2015,11,30000,Petrol,Individual,Manual,First Owner,600000,INR
Hyundai,Hyundai Verna 1.6 VTVT S,2017,9,64916,Petrol,Individual,Manual,First Owner,530000,INR
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,11,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000,INR
Hyundai,Hyundai Verna 1.6 Xi ABS,2008,18,54309,Petrol,Individual,Manual,First Owner,220000,INR
Hyundai,Hyundai Verna 1.6 i ABS,2009,17,60000,Petrol,Individual,Manual,First Owner,200000,INR
Hyundai,Hyundai Verna CRDi,2007,19,100000,Diesel,Individual,Manual,Fourth & Above Owner,155000,INR
Hyundai,Hyundai Verna CRDi,2008,18,90000,Diesel,Individual,Manual,Second Owner,195000,INR
Hyundai,Hyundai Verna CRDi,2008,18,110000,Diesel,Individual,Manual,Second Owner,250000,INR
Hyundai,Hyundai Verna CRDi,2008,18,70950,Diesel,Individual,Manual,Second Owner,150000,INR
Hyundai,Hyundai Verna CRDi,2009,17,80000,Diesel,Individual,Manual,Second Owner,270000,INR
Hyundai,Hyundai Verna CRDi,2009,17,90000,Diesel,Individual,Manual,First Owner,160000,INR
Hyundai,Hyundai Verna CRDi 1.6 AT EX,2018,8,25000,Diesel,Individual,Automatic,Second Owner,1100000,INR
Hyundai,Hyundai Verna CRDi 1.6 AT SX Option,2018,8,30000,Diesel,Individual,Automatic,First Owner,1100000,INR
Hyundai,Hyundai Verna CRDi 1.6 EX,2017,9,31707,Diesel,Individual,Manual,First Owner,799000,INR
Hyundai,Hyundai Verna CRDi 1.6 EX,2018,8,24000,Diesel,Individual,Manual,First Owner,900000,INR
Hyundai,Hyundai Verna CRDi 1.6 EX,2018,8,25000,Diesel,Individual,Manual,First Owner,900000,INR
Hyundai,Hyundai Verna CRDi 1.6 SX,2017,9,50000,Diesel,Individual,Manual,First Owner,900000,INR
Hyundai,Hyundai Verna CRDi 1.6 SX,2019,7,25000,Diesel,Individual,Manual,Second Owner,1000000,INR
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2018,8,26430,Diesel,Dealer,Manual,First Owner,1150000,INR
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2018,8,60000,Diesel,Individual,Manual,First Owner,1200000,INR
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2019,7,25000,Diesel,Individual,Manual,First Owner,1200000,INR
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2019,7,9000,Diesel,Dealer,Manual,First Owner,1295000,INR
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2019,7,100000,Diesel,Individual,Manual,First Owner,1100000,INR
Hyundai,Hyundai Verna CRDi ABS,2007,19,80000,Diesel,Individual,Manual,Second Owner,175000,INR
Hyundai,Hyundai Verna CRDi SX,2007,19,58000,Diesel,Dealer,Manual,Second Owner,212000,INR
Hyundai,Hyundai Verna CRDi SX,2008,18,146000,Diesel,Individual,Manual,Third Owner,229999,INR
Hyundai,Hyundai Verna CRDi SX,2010,16,120000,Diesel,Individual,Manual,Second Owner,280000,INR
Hyundai,Hyundai Verna CRDi SX,2010,16,130000,Diesel,Individual,Manual,Second Owner,300000,INR
Hyundai,Hyundai Verna CRDi SX ABS,2009,17,136000,Diesel,Individual,Manual,Second Owner,175000,INR
Hyundai,Hyundai Verna CRDi SX ABS,2009,17,25000,Diesel,Individual,Manual,Third Owner,325000,INR
Hyundai,Hyundai Verna SX,2007,19,65000,Petrol,Dealer,Manual,First Owner,155000,INR
Hyundai,Hyundai Verna SX AT Diesel,2009,17,75000,Diesel,Dealer,Automatic,First Owner,245000,INR
Hyundai,Hyundai Verna SX CRDi AT,2012,14,72000,Diesel,Dealer,Automatic,Second Owner,500000,INR
Hyundai,Hyundai Verna SX CRDi AT,2012,14,70070,Diesel,Dealer,Automatic,First Owner,465000,INR
Hyundai,Hyundai Verna SX Diesel,2010,16,78000,Diesel,Dealer,Manual,Second Owner,200000,INR
Hyundai,Hyundai Verna SX Diesel,2011,15,72000,Diesel,Dealer,Manual,Third Owner,210000,INR
Hyundai,Hyundai Verna SX Diesel,2013,13,45264,Diesel,Dealer,Manual,First Owner,580000,INR
Hyundai,Hyundai Verna SX Diesel,2013,13,42324,Diesel,Dealer,Manual,Second Owner,550000,INR
Hyundai,Hyundai Verna Transform CRDi VGT ABS,2010,16,120000,Diesel,Individual,Manual,Second Owner,229999,INR
Hyundai,Hyundai Verna Transform CRDi VGT SX ABS,2010,16,135000,Diesel,Individual,Manual,First Owner,325000,INR
Hyundai,Hyundai Verna Transform SX VTVT,2011,15,55168,Petrol,Individual,Manual,Second Owner,370000,INR
Hyundai,Hyundai Verna Transform VTVT,2010,16,70000,Petrol,Individual,Manual,First Owner,229999,INR
Hyundai,Hyundai Verna VTVT 1.6 AT SX Option,2017,9,10000,Petrol,Individual,Automatic,First Owner,1100000,INR
Hyundai,Hyundai Verna VTVT 1.6 AT SX Option,2018,8,41395,Petrol,Individual,Automatic,First Owner,950000,INR
Hyundai,Hyundai Verna VTVT 1.6 SX,2018,8,40000,Petrol,Individual,Manual,First Owner,800000,INR
Hyundai,Hyundai Verna XXi (Petrol),2007,19,84000,Petrol,Individual,Manual,Second Owner,150000,INR
Hyundai,Hyundai Verna i (Petrol),2007,19,50000,Petrol,Individual,Manual,Second Owner,123000,INR
Hyundai,Hyundai Verna i (Petrol),2008,18,90000,Petrol,Individual,Manual,Second Owner,120000,INR
Hyundai,Hyundai Xcent 1.1 CRDi Base,2015,11,70000,Diesel,Individual,Manual,Second Owner,350000,INR
Hyundai,Hyundai Xcent 1.1 CRDi Base,2015,11,72000,Diesel,Individual,Manual,First Owner,375000,INR
Hyundai,Hyundai Xcent 1.1 CRDi Base,2015,11,60000,Diesel,Individual,Manual,First Owner,420000,INR
Hyundai,Hyundai Xcent 1.1 CRDi Base,2016,10,50000,Diesel,Individual,Manual,First Owner,515000,INR
Hyundai,Hyundai Xcent 1.1 CRDi Base,2017,9,80000,Diesel,Individual,Manual,First Owner,300000,INR
Hyundai,Hyundai Xcent 1.1 CRDi S,2016,10,175000,Diesel,Individual,Manual,First Owner,270000,INR
Hyundai,Hyundai Xcent 1.1 CRDi SX,2016,10,35000,Diesel,Individual,Manual,First Owner,430000,INR
Hyundai,Hyundai Xcent 1.1 CRDi SX Option,2014,12,55850,Diesel,Dealer,Manual,First Owner,455000,INR
Hyundai,Hyundai Xcent 1.1 CRDi SX Option,2016,10,30000,Diesel,Individual,Manual,First Owner,600000,INR
Hyundai,Hyundai Xcent 1.2 CRDi E,2017,9,43000,Diesel,Individual,Manual,First Owner,450000,INR
Hyundai,Hyundai Xcent 1.2 CRDi E,2017,9,80000,Diesel,Individual,Manual,First Owner,350000,INR
Hyundai,Hyundai Xcent 1.2 CRDi S,2018,8,70000,Diesel,Individual,Manual,Second Owner,450000,INR
Hyundai,Hyundai Xcent 1.2 CRDi SX,2015,11,55000,Diesel,Dealer,Manual,First Owner,399000,INR
Hyundai,Hyundai Xcent 1.2 Kappa Base,2014,12,60000,Petrol,Individual,Manual,Second Owner,335000,INR
Hyundai,Hyundai Xcent 1.2 Kappa S,2015,11,70000,Petrol,Individual,Manual,First Owner,375000,INR
Hyundai,Hyundai Xcent 1.2 Kappa S,2015,11,55000,Petrol,Individual,Manual,First Owner,375000,INR
Hyundai,Hyundai Xcent 1.2 Kappa S,2016,10,25000,Petrol,Individual,Manual,First Owner,550000,INR
Hyundai,Hyundai Xcent 1.2 Kappa S,2016,10,96000,Petrol,Individual,Manual,First Owner,300000,INR
Hyundai,Hyundai Xcent 1.2 Kappa SX,2016,10,12000,Petrol,Individual,Manual,First Owner,350000,INR
Hyundai,Hyundai Xcent 1.2 Kappa SX,2016,10,35000,Petrol,Individual,Manual,Second Owner,450000,INR
Hyundai,Hyundai Xcent 1.2 VTVT E Plus,2018,8,70000,Petrol,Individual,Manual,First Owner,511000,INR
Hyundai,Hyundai Xcent 1.2 VTVT S,2018,8,8000,Petrol,Individual,Manual,First Owner,500000,INR
Hyundai,Hyundai Xcent 1.2 VTVT S,2019,7,7000,Petrol,Individual,Manual,Second Owner,660000,INR
Hyundai,Hyundai Xcent 1.2 VTVT S,2019,7,80000,Petrol,Individual,Manual,First Owner,600000,INR
Hyundai,Hyundai Xcent 1.2 VTVT S AT,2015,11,41025,Petrol,Dealer,Automatic,First Owner,471000,INR
Hyundai,Hyundai i10 Asta AT,2011,15,50000,Petrol,Individual,Automatic,Second Owner,350000,INR
Hyundai,Hyundai i10 Era,2008,18,102000,Petrol,Individual,Manual,Second Owner,125000,INR
Hyundai,Hyundai i10 Era,2009,17,50000,Petrol,Individual,Manual,First Owner,250000,INR
Hyundai,Hyundai i10 Era,2009,17,80000,Petrol,Individual,Manual,Third Owner,140000,INR
Hyundai,Hyundai i10 Era,2011,15,139000,Petrol,Individual,Manual,Second Owner,175000,INR
Hyundai,Hyundai i10 Era,2012,14,30000,Petrol,Individual,Manual,Second Owner,280000,INR
Hyundai,Hyundai i10 Era,2012,14,45000,Petrol,Individual,Manual,Second Owner,229999,INR
Hyundai,Hyundai i10 Era,2013,13,50000,Petrol,Individual,Manual,First Owner,265000,INR
Hyundai,Hyundai i10 Era 1.1,2008,18,110000,Petrol,Individual,Manual,Third Owner,160000,INR
Hyundai,Hyundai i10 Era 1.1,2008,18,60000,Petrol,Individual,Manual,First Owner,125000,INR
Hyundai,Hyundai i10 Era 1.1,2009,17,120000,Petrol,Individual,Manual,Second Owner,120000,INR
Hyundai,Hyundai i10 Era 1.1,2009,17,27633,Petrol,Individual,Manual,First Owner,270000,INR
Hyundai,Hyundai i10 Era 1.1 iTech SE,2011,15,110000,Petrol,Individual,Manual,Second Owner,147000,INR
Hyundai,Hyundai i10 Era 1.1 iTech SE,2011,15,46000,Petrol,Individual,Manual,First Owner,235000,INR
Hyundai,Hyundai i10 Era 1.1 iTech SE,2011,15,20000,Petrol,Individual,Manual,First Owner,300000,INR
Hyundai,Hyundai i10 Magna,2008,18,103921,Petrol,Individual,Manual,Second Owner,140000,INR
Hyundai,Hyundai i10 Magna,2008,18,56000,Petrol,Individual,Manual,Second Owner,195000,INR
Hyundai,Hyundai i10 Magna,2009,17,67067,Petrol,Dealer,Manual,First Owner,235000,INR
Hyundai,Hyundai i10 Magna,2011,15,28000,Petrol,Dealer,Manual,First Owner,250000,INR
Hyundai,Hyundai i10 Magna,2012,14,49824,Petrol,Dealer,Manual,First Owner,229999,INR
Hyundai,Hyundai i10 Magna,2012,14,40000,Petrol,Dealer,Manual,First Owner,240000,INR
Hyundai,Hyundai i10 Magna,2012,14,60000,Petrol,Individual,Manual,Second Owner,250000,INR
Hyundai,Hyundai i10 Magna,2012,14,50000,Petrol,Individual,Manual,First Owner,210000,INR
Hyundai,Hyundai i10 Magna,2014,12,39227,Petrol,Dealer,Manual,First Owner,355000,INR
Hyundai,Hyundai i10 Magna 1.1,2008,18,90000,Petrol,Individual,Manual,Third Owner,150000,INR
Hyundai,Hyundai i10 Magna 1.1,2008,18,60000,Petrol,Individual,Manual,Fourth & Above Owner,155000,INR
Hyundai,Hyundai i10 Magna 1.1,2008,18,90000,Petrol,Individual,Manual,First Owner,120000,INR
Hyundai,Hyundai i10 Magna 1.1,2008,18,60000,Petrol,Individual,Manual,Second Owner,100000,INR
Hyundai,Hyundai i10 Magna 1.1 iTech SE,2015,11,48000,Petrol,Dealer,Manual,First Owner,300000,INR
Hyundai,Hyundai i10 Magna 1.1L,2014,12,60000,Petrol,Individual,Manual,Fourth & Above Owner,229999,INR
Hyundai,Hyundai i10 Magna 1.1L,2014,12,38500,Petrol,Individual,Manual,First Owner,295000,INR
Hyundai,Hyundai i10 Magna 1.2,2009,17,80000,Petrol,Individual,Manual,Second Owner,254999,INR
Hyundai,Hyundai i10 Magna 1.2,2010,16,60000,Petrol,Individual,Manual,Second Owner,225000,INR
Hyundai,Hyundai i10 Magna 1.2,2010,16,90000,Petrol,Individual,Manual,Second Owner,150000,INR
Hyundai,Hyundai i10 Magna 1.2,2010,16,50000,Petrol,Individual,Manual,First Owner,400000,INR
Hyundai,Hyundai i10 Magna 1.2 iTech SE,2009,17,60000,Petrol,Individual,Manual,Third Owner,150000,INR
Hyundai,Hyundai i10 Magna 1.2 iTech SE,2011,15,80000,Petrol,Individual,Manual,Second Owner,195000,INR
Hyundai,Hyundai i10 Magna 1.2 iTech SE,2011,15,74500,Petrol,Individual,Manual,Second Owner,235000,INR
Hyundai,Hyundai i10 Magna 1.2 iTech SE,2012,14,60000,Petrol,Individual,Manual,Second Owner,190000,INR
Hyundai,Hyundai i10 Magna LPG,2013,13,88600,LPG,Individual,Manual,First Owner,250000,INR
Hyundai,Hyundai i10 Magna LPG,2013,13,90000,LPG,Individual,Manual,Second Owner,275000,INR
Hyundai,Hyundai i10 Magna LPG,2014,12,29000,LPG,Individual,Manual,First Owner,290000,INR
Hyundai,Hyundai i10 Sportz,2011,15,50000,Petrol,Individual,Manual,First Owner,250000,INR
Hyundai,Hyundai i10 Sportz,2011,15,25000,Petrol,Individual,Manual,First Owner,220000,INR
Hyundai,Hyundai i10 Sportz,2011,15,30000,Petrol,Individual,Manual,First Owner,225000,INR
Hyundai,Hyundai i10 Sportz 1.1L,2014,12,37555,Petrol,Dealer,Manual,First Owner,300000,INR
Hyundai,Hyundai i10 Sportz 1.1L,2015,11,40000,Petrol,Individual,Manual,First Owner,229999,INR
Hyundai,Hyundai i10 Sportz 1.1L,2015,11,35925,Petrol,Dealer,Manual,First Owner,310000,INR
Hyundai,Hyundai i10 Sportz 1.1L,2017,9,10000,Petrol,Individual,Manual,First Owner,375000,INR
Hyundai,Hyundai i10 Sportz 1.2,2008,18,30000,Petrol,Individual,Manual,First Owner,150000,INR
Hyundai,Hyundai i10 Sportz 1.2,2010,16,63000,Petrol,Individual,Manual,Second Owner,248000,INR
Hyundai,Hyundai i10 Sportz 1.2,2010,16,60000,Petrol,Individual,Manual,Second Owner,210000,INR
Hyundai,Hyundai i10 Sportz 1.2,2010,16,60000,Petrol,Individual,Manual,Third Owner,125000,INR
Hyundai,Hyundai i10 Sportz 1.2,2010,16,100000,Petrol,Individual,Manual,Second Owner,250000,INR
Hyundai,Hyundai i10 Sportz 1.2,2010,16,110000,Petrol,Individual,Manual,Second Owner,250000,INR
Hyundai,Hyundai i10 Sportz 1.2,2011,15,43100,Petrol,Dealer,Manual,First Owner,235000,INR
Hyundai,Hyundai i10 Sportz 1.2 AT,2013,13,38000,Petrol,Dealer,Automatic,First Owner,330000,INR
Hyundai,Hyundai i10 Sportz 1.2 AT,2013,13,66066,Petrol,Dealer,Automatic,First Owner,345000,INR
Hyundai,Hyundai i10 Sportz 1.2 AT,2015,11,50000,Petrol,Dealer,Automatic,First Owner,500000,INR
Hyundai,Hyundai i10 Sportz AT,2011,15,134444,Petrol,Individual,Automatic,Second Owner,180000,INR
Hyundai,Hyundai i20 1.2 Asta,2011,15,74113,Petrol,Dealer,Manual,First Owner,271000,INR
Hyundai,Hyundai i20 1.2 Asta,2011,15,72000,Petrol,Dealer,Manual,First Owner,375000,INR
Hyundai,Hyundai i20 1.2 Asta,2018,8,10000,Petrol,Individual,Manual,First Owner,700000,INR
Hyundai,Hyundai i20 1.2 Asta Dual Tone,2018,8,25000,Petrol,Individual,Manual,First Owner,740000,INR
Hyundai,Hyundai i20 1.2 Asta Option,2017,9,65000,Petrol,Individual,Manual,First Owner,620000,INR
Hyundai,Hyundai i20 1.2 Asta Option,2017,9,37000,Petrol,Individual,Manual,First Owner,640000,INR
Hyundai,Hyundai i20 1.2 Era,2010,16,34500,Petrol,Individual,Manual,Second Owner,250000,INR
Hyundai,Hyundai i20 1.2 Magna,2010,16,96000,Petrol,Individual,Manual,Third Owner,220000,INR
Hyundai,Hyundai i20 1.2 Magna,2012,14,44000,Petrol,Individual,Manual,First Owner,330000,INR
Hyundai,Hyundai i20 1.2 Magna Executive,2016,10,38365,Petrol,Dealer,Manual,First Owner,535000,INR
Hyundai,Hyundai i20 1.2 Magna Executive,2017,9,60000,Petrol,Individual,Manual,First Owner,540000,INR
Hyundai,Hyundai i20 1.2 Sportz,2011,15,120000,Petrol,Individual,Manual,First Owner,250000,INR
Hyundai,Hyundai i20 1.2 Sportz,2011,15,58000,Petrol,Dealer,Manual,Second Owner,220000,INR
Hyundai,Hyundai i20 1.2 Sportz,2011,15,97700,Petrol,Individual,Manual,Fourth & Above Owner,260000,INR
Hyundai,Hyundai i20 1.2 Sportz,2012,14,110000,Petrol,Individual,Manual,Third Owner,280000,INR
Hyundai,Hyundai i20 1.2 Sportz,2012,14,90000,Petrol,Individual,Manual,Third Owner,330000,INR
Hyundai,Hyundai i20 1.2 Sportz,2013,13,41041,Petrol,Dealer,Manual,First Owner,375000,INR
Hyundai,Hyundai i20 1.2 Spotz,2017,9,20000,Petrol,Individual,Manual,Second Owner,575000,INR
Hyundai,Hyundai i20 1.2 Spotz,2017,9,50000,Petrol,Individual,Manual,First Owner,400000,INR
Hyundai,Hyundai i20 1.2 Spotz,2017,9,38000,Petrol,Individual,Manual,Second Owner,400000,INR
Hyundai,Hyundai i20 1.2 Spotz,2017,9,70000,Petrol,Individual,Manual,Second Owner,600000,INR
Hyundai,Hyundai i20 1.2 Spotz,2018,8,20000,Petrol,Individual,Manual,Second Owner,650000,INR
Hyundai,Hyundai i20 1.4 Asta Option,2017,9,106000,Diesel,Individual,Manual,First Owner,744000,INR
Hyundai,Hyundai i20 1.4 Asta Option,2017,9,50000,Diesel,Individual,Manual,First Owner,780000,INR
Hyundai,Hyundai i20 1.4 Asta Option,2018,8,40000,Diesel,Individual,Manual,First Owner,830000,INR
Hyundai,Hyundai i20 1.4 CRDi Asta,2011,15,118700,Diesel,Individual,Manual,Second Owner,300000,INR
Hyundai,Hyundai i20 1.4 CRDi Asta,2012,14,70000,Diesel,Individual,Manual,First Owner,400000,INR
Hyundai,Hyundai i20 1.4 CRDi Era,2011,15,70000,Diesel,Individual,Manual,First Owner,220000,INR
Hyundai,Hyundai i20 1.4 CRDi Magna,2012,14,160000,Diesel,Individual,Manual,Second Owner,350000,INR
Hyundai,Hyundai i20 1.4 CRDi Magna,2012,14,70000,Diesel,Individual,Manual,First Owner,250000,INR
Hyundai,Hyundai i20 1.4 CRDi Sportz,2011,15,81257,Diesel,Dealer,Manual,First Owner,321000,INR
